!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	M_ump_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_hdceap_c	R_ACPPAT161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hdceap_c	R_APH161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3pg_c	R_PGK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3pg_c	R_PGCD	mM	11.419523	11.462895	1	1e-08	10000	compou	
Michaelis constant	M_3pg_c	R_PGM	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ctp_c	R_CTPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ctp_c	R_NTP5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ctp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dadp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dadp_c	R_RNDR1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dadp_c	R_RNDR1b	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_xu5p__D_c	R_XYLK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_xu5p__D_c	R_RPE	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_xu5p__D_c	R_TKT1	mM	0.02527848	0.16	1	1e-08	10000	compou	
Michaelis constant	M_xu5p__D_c	R_TKT2	mM	0.02527848	0.16	1	1e-08	10000	compou	
Michaelis constant	M_aspsa_c	R_DHDPS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_aspsa_c	R_ASAD	mM	0.039223227	0.2	1	1e-08	10000	compou	
Michaelis constant	M_aspsa_c	R_HSDy	mM	0.028491234	0.17	1	1e-08	10000	compou	
Michaelis constant	M_the2eACP_c	R_3HAD60	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_the2eACP_c	R_EAR60y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_the2eACP_c	R_EAR60x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_t3c9palmeACP_c	R_EAR161x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_t3c9palmeACP_c	R_3HAD161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_accoa_c	R_CS	mM	0.030414051	0.17572727	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_ACALD	mM	0.00095601168	0.030926829	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_PFL	mM	0.00034540452	0.018586667	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_PTAr	mM	0.0026668506	0.051676	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_MALS	mM	0.0018106865	0.042571429	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_SERAT	mM	0.27361789	0.56	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_IPPS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_ACOATA	mM	0.0018046209	0.0425	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_PDH	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_ACGS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_KAS15	mM	0.0018046209	0.0425	1	1e-08	10000	compou	
Michaelis constant	M_accoa_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_arg__L_c	R_ARGSL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_arg__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_26dap_LL_c	R_SDPDS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_26dap_LL_c	R_DAPE	mM	0.02527848	0.16	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ASPTA	mM	7.215639	7.2833333	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ARGSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ADSS	mM	0.90129107	1.180993	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ASNS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ASPCT	mM	13.061998	13.1	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ASPK	mM	1.4363841	1.6733333	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_PRASCSi	mM	0.001295161	0.036	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_ASNS1	mM	4.2272668	4.338125	1	1e-08	10000	compou	
Michaelis constant	M_asp__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_acg5sa_c	R_AGPR	mM	0.30869745	0.6	1	1e-08	10000	compou	
Michaelis constant	M_acg5sa_c	R_ACOTA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_hexACP_c	R_3OAS80	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hexACP_c	R_EAR60y	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hexACP_c	R_EAR60x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_skm_c	R_SHK3Dr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_skm_c	R_SHKK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_imp_c	R_IMPC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_imp_c	R_IMPD	mM	0.00082526384	0.028733333	1	1e-08	10000	compou	
Michaelis constant	M_imp_c	R_ADSS	mM	0.074713406	0.2784898	1	1e-08	10000	compou	
Michaelis constant	M_o2_c	R_O2tpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_o2_c	R_CYTBDpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_o2_c	R_CYTBD2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_o2_c	R_CYTBO3_4pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ocdcea_c	R_APH181	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_SUCCt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_AKGt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_XYLt2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_Htex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_PYRt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_THD2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_ATPS4rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_FUMt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_CYTBDpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_CYTBD2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_ACt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_MALt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_GLYCAt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_GLUt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_GLCNt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_FORt2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_D_LACt2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_CYTBO3_4pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_SO4t2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_NADH16pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_PIt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_p	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_succ_p	R_SUCCt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_succ_p	R_SUCCtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_succ_p	R_SUCCt1pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_phpyr_c	R_PPNDH	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_phpyr_c	R_PHETA1	mM	0.0031310943	0.056	1	1e-08	10000	compou	
Michaelis constant	M_fru_e	R_EX_fru_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_fru_e	R_FRUtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pyr_e	R_EX_pyr_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pyr_e	R_PYRtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_5mthf_c	R_METS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_5mthf_c	R_MTHFR2	mM	0.014894908	0.1225	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_ACALD	mM	0.015917261	0.12666667	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_ME1	mM	0.0042161029	0.065	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_IMPD	mM	0.79782533	1.085	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_IPMD	mM	0.098110217	0.321	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_ALCD2x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_MDH	mM	0.13498275	0.38	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_GLYCL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_NADTRHD	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_AKGDH	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_HISTD	mM	0.28226574	0.57	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_PPND	mM	0.044863966	0.2142	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_GAPD	mM	0.0073261769	0.08575	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_THD2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_PDH	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_MTHFR2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_LDH_D	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR161x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_PGCD	mM	6.2408053e-05	0.0079	1	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR141x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR181x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR180x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR140x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR121x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR100x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR120x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR160x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR40x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR60x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_EAR80x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nad_c	R_NADH16pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tdeACP_c	R_3OAS161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_tdeACP_c	R_EAR141x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3ocvac11eACP_c	R_3OAR181	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3ocvac11eACP_c	R_3OAS181	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3hoctaACP_c	R_3OAR180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3hoctaACP_c	R_3HAD180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ocdca_c	R_AACPS6	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ocdca_c	R_APH180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK6	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PPCK	mM	0.0024968808	0.05	1	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_XYLK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_RBK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GLYK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PYK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ACKr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PGK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_RNDR1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_UMPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_CTPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ADK1	mM	0.008067393	0.09	1	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK4	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_HSK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ASPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PRFGS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_AIRC2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_CBPS	mM	0.037849876	0.1964	1	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GLU5K	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ADSK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ATPS4rpp	mM	0.0038986429	0.0625	1	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_RNDR1b	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ACGK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GNK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_ATPM	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_SHKK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_GLNS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_SUCOAS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PRAIS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_PFK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_adp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_ME1	mM	0.31018651	0.60166667	1	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_MDH	mM	4.8010399	4.9	1	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_FUM	mM	0.50761167	0.8078	1	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_MALS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_ME2	mM	3.2721993	3.41	1	1e-08	10000	compou	
Michaelis constant	M_mal__L_c	R_MALt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_FBA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_TALA	mM	1.1893043	1.446	1	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_TKT1	mM	1.8960071	2.1	1	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_TRPS3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_GAPD	mM	0.60830443	0.906	1	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_TKT2	mM	1.8960071	2.1	1	1e-08	10000	compou	
Michaelis constant	M_g3p_c	R_TPI	mM	0.73900264	1.03	1	1e-08	10000	compou	
Michaelis constant	M_etoh_c	R_ALCD2x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_etoh_c	R_ETOHtrpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_so3_c	R_PAPSR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_so3_c	R_SULR	mM	6.6420294e-05	0.00815	1	1e-08	10000	compou	
Michaelis constant	M_met__L_c	R_METS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_met__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_aicar_c	R_ADSL2r	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_aicar_c	R_IG3PS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_aicar_c	R_AICART	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_5aizc_c	R_AIRC3	mM	0.00051062961	0.0226	1	1e-08	10000	compou	
Michaelis constant	M_5aizc_c	R_PRASCSi	mM	1.0304112	1.3	1	1e-08	10000	compou	
Michaelis constant	M_ac_e	R_EX_ac_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ac_e	R_ACtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glx_c	R_ICL	mM	0.01675898	0.13	1	1e-08	10000	compou	
Michaelis constant	M_glx_c	R_MALS	mM	0.0016216234	0.040285714	1	1e-08	10000	compou	
Michaelis constant	M_etoh_e	R_ETOHtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_etoh_e	R_EX_etoh_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glcn_p	R_GLCNtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glcn_p	R_GLCNt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_air_c	R_AIRC2	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_air_c	R_PRAIS	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_6pgc_c	R_PGL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_6pgc_c	R_GND	mM	0.0086118383	0.093	1	1e-08	10000	compou	
Michaelis constant	M_6pgc_c	R_GNK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_GLYCL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_ASNS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_GLUN	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_CYSTL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_NH4tpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_GLUDy	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_THRD_L	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_GLNS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tdec2eACP_c	R_T2DECAI	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tdec2eACP_c	R_EAR100y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tdec2eACP_c	R_EAR100x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tdec2eACP_c	R_3HAD100	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_hdeACP_c	R_EAR161x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hdeACP_c	R_3OAS181	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hdeACP_c	R_ACPPAT161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_hdeACP_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_pi_c	R_G5SD	mM	5.5888944	5.675	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PPA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_FBP	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PSCVT	mM	2.6019208	2.7666667	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PTAr	mM	1.9227397	2.125	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_CHORS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PPS	mM	10.452702	10.5	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_AGPR	mM	2.8460499	3	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PPC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_G3PT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_CTPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ADSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ASPCT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_THRS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_DDPA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_BPNT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ASAD	mM	5.8677057	5.95	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_OCBT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PRFGS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_AIRC2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_GAPD	mM	13.429022	13.466	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_CBPS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PSP_L	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ATPS4rpp	mM	3.5718446	3.7	1	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ATPM	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_NTP5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_GLNS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_SUCOAS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PRAIS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_HISTP	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_DHQS	mM	NaN	NaN	NaN	1e-08	10000	compou	
